idno,country,polnews,internet,trust1,trust2,trust3,polint,trustparl,trustlegal,trustpolice,trustpols,trustparties,trusteuparl,trustun,leftright,satlife,satecon,satgov,equality,happy,unsafe,badhealth,natattach,eurattach,relig,religatt,prayer,becomeold,gender,age,marital,domicile,education,working
46736,uk,60,240,5,6,7,4,4,5,5,4,4,5,6,5,6,5,4,5,5,2,3,3,3,3,7,7,65,2,17,6,1,12,0
46772,uk,120,720,7,6,7,3,4,7,8,3,3,6,5,1,5,3,1,1,3,3,4,4,4,2,6,6,60,1,21,6,3,14,0
46800,uk,180,60,6,6,8,2,3,7,7,1,1,0,7,6,8,7,5,2,9,1,2,9,2,2,7,7,70,2,33,,2,20,1
46830,uk,900,360,5,5,5,4,5,0,2,0,0,0,,0,10,4,5,2,10,1,1,10,8,1,7,7,80,2,35,6,4,14,1
46834,uk,180,360,4,6,3,2,5,8,9,4,4,4,5,,6,4,4,2,6,3,3,2,2,1,6,7,60,2,19,6,3,14,1
46840,uk,10,240,2,2,3,3,2,4,4,0,0,0,0,4,5,4,2,4,8,2,1,5,0,0,7,7,80,1,36,,3,12,1
46841,uk,0,180,6,8,8,3,8,8,9,5,5,6,5,7,7,6,5,2,7,3,2,9,7,6,6,7,66,2,37,6,3,14,1
46848,uk,30,600,3,4,4,2,5,4,3,3,5,5,6,6,3,4,8,1,3,2,4,8,6,7,6,3,65,1,54,5,4,11,1
46855,uk,60,120,4,6,3,2,4,4,8,2,3,4,2,5,6,3,2,2,8,1,1,6,8,0,7,7,70,1,27,6,4,15,1
46893,uk,60,180,5,7,6,3,9,9,9,8,8,5,8,5,6,7,8,2,7,3,1,8,5,8,3,1,70,2,40,,2,15,0
46907,uk,60,420,3,7,7,4,2,3,1,1,3,3,5,3,7,5,1,1,7,2,1,5,0,3,5,1,75,2,57,5,1,18,1
46910,uk,100,,5,6,5,2,6,3,5,5,5,0,5,,7,5,6,2,7,2,2,8,0,5,7,7,70,2,70,,2,11,0
46945,uk,50,120,7,7,5,2,6,8,8,6,5,5,6,5,7,7,3,2,7,1,2,7,5,2,5,7,70,1,43,6,2,21,1
46979,uk,0,30,6,6,4,3,7,7,7,3,3,1,5,7,10,5,7,2,10,2,1,10,2,1,7,6,70,2,73,,4,10,0
47027,uk,60,600,4,6,3,2,0,2,6,0,0,8,8,2,1,2,0,3,3,2,4,2,4,0,7,7,70,1,41,6,2,12,0
47059,uk,30,60,8,8,8,1,0,0,4,2,2,2,2,2,7,0,0,2,8,1,1,10,8,0,7,7,75,1,62,4,3,18,0
47082,uk,0,480,5,8,8,4,8,8,9,7,7,7,7,,8,8,5,2,8,4,1,5,0,0,7,7,60,2,26,6,3,16,1
47098,uk,30,150,7,7,7,3,5,4,6,2,3,3,5,7,7,6,5,2,8,2,2,4,7,5,7,6,80,2,47,,3,11,1
47121,uk,30,300,2,3,9,3,6,6,7,5,5,6,5,4,6,4,2,2,9,3,2,0,0,10,3,1,80,2,50,1,1,13,1
47180,uk,45,45,6,4,7,2,6,6,6,4,4,4,5,7,7,6,7,4,7,1,2,8,5,1,6,7,70,1,44,,2,25,1
47195,uk,0,,2,5,0,4,0,3,2,0,0,0,0,5,6,3,0,2,5,2,3,0,0,0,7,7,67,1,44,6,3,14,1
47205,uk,240,,6,4,7,1,5,7,3,4,3,3,4,8,6,3,3,4,6,3,3,10,6,6,4,3,75,1,,,3,18,0
47216,uk,60,40,5,5,7,2,1,1,0,0,0,0,3,4,6,3,0,2,7,2,4,6,5,0,7,7,82,2,61,4,3,15,0
47221,uk,10,30,2,3,3,3,2,4,4,2,2,2,,5,5,4,3,2,6,2,3,6,1,3,7,7,60,1,59,,4,11,1
47222,uk,60,,5,5,5,2,4,5,4,3,3,1,3,3,6,4,3,2,8,3,4,7,2,4,6,1,80,2,61,1,3,10,0
47223,uk,10,300,3,4,4,3,0,3,5,0,0,0,0,8,5,3,1,3,7,4,2,7,3,0,7,7,70,2,36,,2,11,1
47237,uk,30,45,8,7,7,2,5,7,7,5,5,6,8,3,10,4,2,1,8,1,2,10,5,6,3,7,80,2,69,,3,20,0
47301,uk,60,,9,8,8,1,6,6,9,5,,0,9,5,4,3,5,2,5,1,2,9,7,4,6,6,0,2,73,,4,13,0
47362,uk,1200,360,8,8,6,2,3,7,7,4,4,3,5,2,8,3,3,2,8,2,2,5,5,2,5,7,60,2,35,6,1,19,1
47405,uk,65,,5,6,8,4,3,5,7,2,2,1,1,5,8,6,5,4,8,3,3,5,2,3,6,7,80,2,82,,2,10,0
47409,uk,60,300,5,5,5,4,5,7,8,4,4,4,9,7,8,7,7,3,8,3,2,7,3,0,7,7,80,2,47,,2,12,1
47538,uk,5,,7,7,8,4,6,8,8,5,5,4,4,8,8,4,4,1,5,3,1,6,4,4,7,7,70,1,62,4,3,11,0
47719,uk,30,,0,4,4,4,2,0,2,2,0,1,6,5,6,5,2,4,7,2,4,10,0,0,7,7,65,1,85,4,3,15,0
47827,uk,90,480,7,7,6,2,7,8,8,4,5,8,8,2,8,6,4,1,8,2,1,7,9,1,7,7,70,2,33,,2,19,1
47887,uk,30,60,5,5,5,3,3,7,7,3,3,3,6,,7,6,5,3,7,2,2,6,1,0,7,7,75,1,42,6,3,12,1
47938,uk,120,420,8,7,8,2,5,7,7,5,4,4,5,7,10,7,4,3,10,1,1,8,8,4,6,7,70,2,65,,2,12,1
47940,uk,0,360,4,3,7,4,8,8,6,9,9,5,5,6,8,7,8,4,8,3,2,8,7,7,3,1,50,2,35,,3,11,1
47983,uk,75,330,8,7,7,3,3,3,4,2,2,2,4,3,7,3,2,4,8,2,2,3,2,5,6,6,75,2,32,6,3,17,1
48108,uk,120,300,7,6,8,1,7,6,7,7,7,8,7,5,8,5,3,2,8,2,2,4,4,4,7,6,70,2,33,6,2,16,1
48112,uk,120,120,7,8,8,2,6,7,8,5,5,2,3,,9,6,5,3,9,2,1,7,5,5,7,6,80,2,52,,4,26,1
48141,uk,60,480,6,7,7,3,8,8,9,3,4,2,3,7,8,7,7,3,8,1,1,8,5,1,7,7,65,1,52,4,3,16,1
48167,uk,30,240,3,8,8,3,2,7,7,1,1,1,5,5,7,6,5,2,8,2,2,5,6,1,7,7,70,2,39,6,4,12,1
48200,uk,15,240,6,5,5,4,1,3,5,0,2,3,2,6,6,5,3,2,6,2,3,2,2,3,7,7,50,2,34,6,3,12,0
48217,uk,20,30,6,8,3,3,3,8,8,3,3,3,3,7,6,5,7,2,7,3,1,6,6,1,4,7,70,2,32,,3,17,1
48246,uk,600,120,5,9,5,4,3,3,3,3,3,5,6,0,8,3,3,1,3,1,1,5,3,0,6,7,70,2,46,,2,15,1
48259,uk,60,180,3,4,2,2,4,4,3,2,3,5,6,2,6,3,3,2,7,3,1,8,5,7,4,4,60,1,34,,3,11,1
48382,uk,90,,9,6,8,1,7,7,8,6,6,8,9,2,8,7,7,2,10,2,3,9,7,2,7,7,60,1,84,,1,17,0
48423,uk,30,60,3,6,7,2,2,5,5,4,4,,5,2,4,3,1,1,4,1,3,10,5,7,3,1,0,2,50,4,1,11,1
48522,uk,5,120,7,8,8,2,2,5,6,2,2,4,6,3,8,2,1,3,9,3,1,4,4,4,6,7,70,2,45,6,3,20,1
48566,uk,15,120,7,8,6,3,6,8,10,7,6,8,8,5,8,5,5,2,8,2,2,8,5,7,7,4,75,2,51,,4,11,1
48589,uk,30,120,5,8,5,3,4,6,7,3,5,2,5,6,7,3,4,3,7,4,1,8,5,3,6,3,0,2,79,5,3,10,0
48595,uk,90,360,5,7,6,3,7,9,9,5,5,8,9,5,8,6,7,2,8,3,2,7,5,0,7,7,78,2,48,,3,11,1
48612,uk,230,180,3,4,4,3,2,2,7,2,2,2,4,5,9,6,6,1,9,2,1,9,6,4,7,7,70,1,27,6,4,15,1
48619,uk,20,240,7,8,7,2,10,8,9,7,7,9,8,5,8,6,4,1,9,1,1,7,7,2,7,7,70,2,15,6,4,11,0
48777,uk,0,,8,6,8,3,5,6,8,6,7,5,5,3,8,4,4,2,7,3,3,10,4,5,7,1,70,2,83,5,3,9,0
48785,uk,30,15,3,5,6,2,6,4,5,3,3,4,6,6,7,6,7,2,7,2,3,7,7,7,4,1,70,1,63,,4,19,0
48885,uk,300,120,8,7,7,1,5,7,7,5,5,6,8,3,6,4,2,2,7,3,3,8,8,2,7,6,70,2,68,4,2,23,0
48895,uk,60,,7,8,6,3,4,4,6,3,4,2,9,5,9,4,6,3,8,1,2,9,6,5,6,7,80,1,79,,4,10,0
48908,uk,60,360,7,6,7,1,3,7,8,3,3,2,2,4,8,3,0,3,8,1,2,7,3,5,7,7,75,1,30,6,2,17,0
48923,uk,90,,5,,,2,5,5,6,5,5,,,,8,7,6,2,7,2,1,8,3,0,7,7,70,2,65,,3,10,0
49049,uk,0,120,4,9,5,3,1,7,8,2,4,3,3,6,7,5,5,2,5,2,4,5,5,4,6,6,60,2,53,4,4,15,0
49059,uk,30,60,5,7,4,3,5,8,8,6,4,3,5,6,10,4,5,2,9,2,5,8,5,8,2,1,70,2,74,,4,16,0
49063,uk,60,60,5,5,5,2,4,6,6,4,4,2,4,5,8,2,2,2,10,2,3,9,4,5,5,6,65,2,38,6,2,11,1
49075,uk,30,60,5,8,7,2,7,9,9,8,9,4,6,7,9,4,6,4,9,1,2,10,6,2,6,7,70,1,76,,3,11,0
49080,uk,600,,0,0,0,4,0,0,0,0,0,0,0,5,1,0,0,3,3,1,2,0,0,3,7,7,75,2,50,,3,11,0
49117,uk,20,30,7,6,7,2,4,2,5,1,1,0,7,10,8,5,4,3,6,1,2,7,0,0,7,7,70,1,53,,4,12,1
49120,uk,40,,4,3,5,2,2,4,3,0,2,0,2,7,10,7,5,2,10,2,2,8,3,1,7,7,60,1,79,,4,10,0
49144,uk,15,120,5,7,3,3,3,5,5,3,3,2,2,4,10,7,6,2,10,2,2,9,6,2,7,7,75,2,47,6,4,18,1
49160,uk,30,60,2,5,5,2,1,2,2,1,4,0,7,5,10,3,5,4,10,1,2,10,0,5,7,7,78,1,59,,4,8,1
49168,uk,30,120,6,5,7,3,2,6,6,0,1,0,4,5,7,3,0,1,7,2,2,6,5,2,6,6,55,1,38,6,3,12,1
49169,uk,0,240,7,8,8,3,3,6,8,5,4,2,2,5,8,3,1,5,8,2,2,1,1,0,7,7,60,1,31,6,3,14,1
49180,uk,60,240,7,6,6,2,5,7,7,3,4,2,7,7,8,6,4,4,8,2,2,9,7,2,7,7,68,2,48,6,3,20,1
49200,uk,60,660,8,7,6,2,5,7,8,7,4,4,5,5,7,3,3,2,7,1,3,8,4,1,6,6,68,1,62,,2,13,0
49212,uk,60,240,7,8,5,2,4,7,7,2,3,8,9,4,7,4,3,2,9,2,1,5,3,4,6,6,70,2,35,,3,16,0
49229,uk,30,300,6,8,9,3,5,8,6,4,4,4,4,5,8,5,5,2,9,4,2,8,6,0,7,7,70,2,57,,3,13,1
49230,uk,15,240,5,5,5,3,4,7,8,3,3,2,5,,9,4,4,3,9,1,1,7,4,6,6,7,70,2,35,4,3,15,1
49268,uk,120,120,0,5,8,1,5,7,9,5,4,7,8,3,8,5,2,2,8,1,3,10,10,5,3,1,70,1,69,,4,11,0
49303,uk,0,125,7,7,10,3,7,7,7,5,5,5,8,7,7,7,7,2,8,2,1,9,7,0,7,7,70,1,40,,2,15,1
49456,uk,600,420,4,4,3,2,3,6,8,7,3,3,5,7,7,3,3,4,8,2,1,8,6,3,5,2,75,1,42,,3,13,1
49483,uk,0,,,,,4,,,,,,,,,,,,3,2,2,5,,,1,7,7,8,1,51,5,1,10,0
49489,uk,30,,6,8,5,3,7,7,9,7,7,5,4,5,9,,6,2,9,3,3,2,5,3,6,6,80,2,84,,2,18,0
49494,uk,0,840,8,7,6,2,8,9,8,5,6,6,8,7,5,7,6,2,8,1,1,8,6,1,7,7,75,2,26,6,2,17,1
49497,uk,15,60,6,6,7,4,6,6,7,5,5,5,7,5,8,5,4,3,8,2,1,10,6,5,6,6,75,2,55,4,3,11,1
49568,uk,110,300,5,7,4,2,7,9,8,5,6,9,10,5,10,3,7,4,9,1,1,5,7,6,4,3,75,1,,,3,17,1
49581,uk,120,300,6,6,6,1,2,7,8,0,0,,3,5,7,3,0,1,8,1,1,3,6,0,7,7,75,1,42,6,1,20,1
49603,uk,60,240,5,7,8,2,3,7,7,5,5,5,5,6,7,6,4,2,8,2,2,3,7,0,7,7,0,2,30,6,3,22,1
49654,uk,45,150,7,7,6,2,2,2,6,0,0,0,0,4,8,5,0,1,9,1,1,7,7,6,6,3,70,2,53,4,4,19,1
49761,uk,0,360,3,3,5,4,4,0,7,0,0,3,2,5,4,5,4,2,7,2,2,7,3,2,7,7,69,1,51,,2,,1
49779,uk,5,120,7,4,8,1,7,7,9,3,2,5,9,6,8,7,6,4,9,2,1,9,9,6,6,4,75,2,43,1,1,17,1
49792,uk,30,120,5,3,5,2,4,6,6,3,4,6,2,4,8,8,5,2,8,4,2,10,10,9,4,2,80,1,40,,2,17,1
49942,uk,30,300,3,5,3,2,6,8,8,5,2,7,3,2,6,3,6,4,8,1,2,7,5,3,6,6,85,1,51,6,3,12,1
49996,uk,90,,8,7,7,1,5,4,4,4,4,4,5,5,5,5,5,2,5,1,2,8,7,0,7,1,87,1,69,6,3,17,0
50040,uk,180,300,7,5,7,1,7,7,5,6,6,6,6,5,8,4,4,3,9,3,2,7,7,8,5,1,90,2,48,6,1,17,1
50054,uk,60,60,4,6,7,2,3,8,8,5,4,5,6,4,7,4,0,1,7,2,2,5,8,0,7,7,70,2,59,,1,19,1
50077,uk,120,180,3,7,7,2,5,7,8,5,5,3,3,7,8,3,3,4,7,3,2,3,0,0,3,7,60,1,31,,2,13,1
50138,uk,30,60,4,2,5,2,6,7,9,6,6,3,7,10,10,10,5,3,10,3,1,10,1,1,7,7,70,2,67,4,3,10,0
50153,uk,60,240,5,7,7,2,3,5,7,2,1,2,6,2,9,1,0,3,9,2,1,8,6,5,7,7,90,2,48,4,4,15,1
50218,uk,360,540,7,5,7,1,8,10,9,5,4,7,9,3,6,4,0,1,8,2,2,6,8,5,6,6,60,1,56,4,2,18,1
50227,uk,1,180,3,6,3,2,2,4,7,2,2,4,7,2,7,7,2,1,6,1,1,7,6,0,7,7,70,2,31,6,3,18,1
50233,uk,30,240,5,6,4,1,5,5,6,5,5,8,8,3,4,3,0,2,5,3,4,3,10,6,5,3,90,1,59,,2,11,1
50241,uk,0,60,6,3,6,3,2,9,9,3,3,5,,5,9,3,3,1,5,3,1,9,5,7,7,7,65,2,31,6,3,15,0
50243,uk,0,120,5,5,5,3,3,4,4,0,0,0,,,5,2,3,2,6,2,2,5,2,0,7,7,75,2,46,,4,12,1
50270,uk,20,213,8,9,6,2,3,6,9,2,3,4,5,4,8,4,2,1,7,1,1,6,4,6,4,1,80,1,36,,2,20,1
50281,uk,120,60,7,7,7,4,5,5,7,3,5,5,5,5,8,8,8,2,10,2,2,8,10,6,3,3,65,2,47,,1,10,0
50283,uk,30,,0,5,5,3,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,5,5,10,1,1,65,1,66,,3,,0
50292,uk,0,180,5,5,5,3,2,2,2,2,2,0,2,5,5,1,2,2,5,2,2,6,0,0,7,7,70,2,36,6,2,14,1
50304,uk,60,120,5,5,6,1,6,9,9,3,3,6,7,5,8,5,4,1,8,2,1,6,9,0,7,7,70,2,26,,3,18,1
50307,uk,120,300,4,5,5,2,3,3,5,4,4,4,5,2,5,5,4,1,6,2,3,5,2,4,7,6,70,2,18,6,3,15,0
50316,uk,60,180,4,4,3,2,0,2,5,0,0,6,8,5,8,0,0,2,6,2,4,8,8,8,5,1,65,2,69,1,3,16,0
50376,uk,0,,4,4,6,4,0,3,7,3,3,,,5,8,2,2,3,7,3,5,5,0,0,7,7,70,2,74,5,2,10,0
50403,uk,60,90,4,5,5,2,5,7,6,3,3,3,5,3,8,5,4,3,8,2,3,7,5,2,7,4,85,2,29,6,2,16,1
50427,uk,120,450,6,6,5,2,5,6,8,5,5,6,6,2,7,4,4,1,4,2,1,5,6,4,6,4,70,2,39,6,4,11,1
50464,uk,30,600,5,9,8,3,0,2,2,1,1,0,0,7,9,5,2,2,9,4,3,5,5,5,5,5,70,2,18,6,1,11,1
50467,uk,60,60,3,6,5,4,5,4,4,3,2,1,4,5,8,4,2,1,7,2,3,9,8,5,3,3,85,1,85,,3,11,0
50479,uk,15,120,2,5,3,3,1,2,2,2,2,1,0,2,5,1,3,3,5,2,3,4,2,2,6,7,65,1,56,4,3,18,1
50508,uk,30,480,7,1,1,2,1,3,10,4,4,2,8,3,10,7,9,1,10,1,2,9,5,6,5,6,80,1,68,,3,15,1
50518,uk,60,240,2,2,3,2,3,7,5,3,3,8,7,5,7,4,0,2,5,2,1,2,4,4,5,1,65,2,28,,1,13,1
50546,uk,120,,5,5,4,2,3,5,2,6,5,1,6,6,8,8,5,2,8,3,3,9,3,8,3,1,75,1,,,3,17,0
50564,uk,120,600,8,8,8,1,7,9,7,6,7,7,7,2,8,5,2,2,8,2,1,7,9,0,7,6,80,2,30,6,3,16,1
50658,uk,0,480,5,0,8,3,2,2,3,2,2,2,2,0,9,1,2,3,10,3,2,5,5,8,3,7,70,2,23,6,3,15,1
50662,uk,0,240,4,4,5,3,4,7,9,5,7,7,8,5,8,6,4,2,8,2,2,7,5,6,7,7,60,2,17,6,3,13,1
50673,uk,180,180,7,7,7,4,7,7,7,0,2,2,2,2,8,7,7,2,7,2,2,8,4,2,6,6,60,2,51,4,1,14,1
50696,uk,0,,2,4,4,3,5,7,8,4,2,0,3,,8,,4,3,7,2,2,10,0,6,6,6,0,1,79,,2,9,1
50733,uk,90,120,8,5,5,1,6,7,8,4,6,8,8,4,9,6,7,2,9,1,1,8,7,9,3,1,65,1,62,,2,16,1
50748,uk,30,,5,3,3,2,0,5,5,2,2,2,5,3,4,3,2,1,6,3,2,5,3,3,6,4,70,1,41,6,3,11,1
50758,uk,60,,3,5,4,3,2,5,6,3,4,,,,3,3,2,1,4,3,4,8,0,1,7,7,70,1,40,6,3,12,0
50772,uk,45,120,8,8,10,3,5,7,10,7,6,6,8,8,9,4,4,2,8,4,2,9,8,9,2,1,60,2,,1,2,11,0
50869,uk,50,,7,8,8,2,5,3,8,3,3,1,5,6,8,8,5,4,9,2,2,9,1,3,6,1,80,2,49,,3,18,1
50894,uk,30,,6,6,7,4,6,8,9,9,7,2,2,6,3,2,2,2,5,4,3,4,0,1,7,7,0,2,68,,2,10,1
50951,uk,10,,3,1,4,4,2,0,1,0,0,0,0,0,7,2,4,2,8,1,3,5,1,4,2,2,50,1,54,6,1,12,0
50979,uk,60,60,9,9,8,1,3,7,7,2,3,5,8,4,8,2,0,1,9,2,2,9,8,2,5,7,70,1,61,,2,19,0
51030,uk,0,240,5,5,5,4,2,8,8,3,3,,5,5,6,5,5,2,9,1,2,4,4,8,5,4,75,2,56,,3,12,1
51035,uk,0,120,1,2,5,4,0,0,0,0,0,0,0,,7,2,2,1,,3,3,2,0,0,7,7,7,2,32,6,3,14,1
51036,uk,70,120,5,6,6,1,5,7,8,4,4,5,8,3,5,4,0,2,5,1,1,8,7,5,6,1,75,2,45,,4,18,0
51043,uk,60,45,3,3,1,2,0,0,0,0,0,0,2,7,1,5,5,3,9,3,2,8,0,3,7,3,65,1,47,6,3,11,1
51063,uk,60,15,7,7,6,3,2,4,6,3,0,0,2,7,3,5,2,4,8,4,5,8,2,0,7,7,65,1,59,6,2,41,0
51068,uk,150,,5,8,7,2,6,9,8,3,3,4,5,4,7,3,3,2,7,1,3,7,4,4,6,4,80,1,83,5,4,13,0
51139,uk,60,,5,7,7,2,5,6,7,4,4,4,6,3,7,4,3,1,8,2,2,7,5,0,7,7,75,2,64,1,3,16,0
51185,uk,60,120,3,7,2,1,5,8,5,1,1,0,4,8,10,5,3,4,8,3,5,10,2,8,7,7,70,1,90,5,3,13,0
51199,uk,60,,0,2,2,2,5,5,5,4,4,7,5,3,5,5,5,2,8,4,1,9,7,6,7,7,0,1,70,6,2,9,0
51210,uk,60,120,10,8,5,2,0,0,4,0,0,0,0,10,10,0,2,4,2,3,2,10,10,10,2,1,65,2,49,,4,12,1
51247,uk,45,60,5,6,6,3,8,6,9,6,5,0,7,5,9,8,8,4,9,1,3,8,0,0,7,7,75,2,61,,3,14,1
51265,uk,1200,60,7,7,7,1,2,5,7,2,2,2,7,2,7,2,2,2,7,2,2,2,6,2,7,7,65,1,42,,3,17,1
51299,uk,30,,0,,10,2,3,3,3,3,3,3,3,4,2,1,3,2,7,3,3,10,5,10,4,1,85,2,50,4,3,11,0
51313,uk,180,120,0,0,4,1,10,0,10,10,10,0,,10,0,6,6,2,5,4,3,10,0,10,3,1,70,1,36,,2,15,1
51319,uk,0,480,9,8,2,4,0,5,7,0,0,0,0,5,7,7,7,4,5,3,2,8,7,2,6,6,75,2,40,1,3,18,1
51371,uk,60,180,3,5,5,1,4,7,7,4,3,4,5,2,7,4,1,2,7,3,2,10,10,0,7,7,70,1,49,4,1,17,1
51381,uk,120,,9,8,8,2,7,9,9,7,7,7,8,6,10,7,8,2,10,1,1,8,8,6,3,1,75,1,90,,3,11,0
51439,uk,45,120,2,4,4,2,4,2,5,2,2,2,5,7,3,7,3,2,5,1,3,7,7,4,7,6,70,1,54,,4,16,1
51451,uk,30,120,8,7,6,2,4,7,6,2,2,2,7,5,7,5,3,3,7,2,2,8,6,2,6,6,75,1,50,,3,15,1
51470,uk,45,60,6,8,8,2,4,4,6,2,1,0,7,6,8,4,0,4,8,2,1,9,0,6,7,6,70,2,59,,3,18,1
51473,uk,0,600,6,6,4,4,2,6,8,6,5,5,5,5,9,7,6,4,8,1,3,10,4,0,7,7,40,2,39,1,1,13,0
51483,uk,0,,2,3,4,3,2,3,6,4,4,2,2,5,7,5,4,3,6,4,4,0,0,9,4,1,70,2,85,1,3,10,0
51554,uk,5,20,8,7,7,3,7,8,8,6,5,4,6,5,8,6,6,3,8,1,1,9,7,3,5,7,80,1,57,,4,16,1
51639,uk,60,540,5,3,7,4,8,8,9,7,7,6,6,0,10,8,8,3,10,3,2,5,3,10,5,1,65,2,30,,2,18,0
51680,uk,30,420,5,8,3,3,6,8,9,5,5,5,,,7,5,,2,8,2,2,6,5,2,7,7,60,2,30,6,3,16,1
51730,uk,60,240,3,4,5,3,5,6,7,6,7,7,4,5,9,6,5,2,8,1,2,5,4,0,7,7,50,2,27,6,3,12,0
51794,uk,0,150,2,3,3,4,3,3,3,2,2,3,3,5,9,5,3,1,8,4,2,7,6,0,7,7,90,2,31,6,3,14,1
51795,uk,300,180,5,5,3,3,5,6,5,5,5,5,5,5,9,5,5,2,8,3,2,7,6,0,7,7,60,2,19,6,1,12,1
51837,uk,5,5,8,8,7,3,5,6,8,3,3,0,6,5,9,6,4,2,9,1,1,6,0,1,7,7,70,1,61,,3,14,1
51848,uk,30,720,5,6,5,3,3,3,7,1,1,3,5,1,0,3,2,3,3,3,4,5,5,0,7,7,75,2,36,4,3,15,0
51852,uk,180,300,5,5,8,3,5,7,8,6,6,5,8,6,8,7,7,2,10,1,2,6,6,2,7,6,60,1,21,6,3,11,1
51886,uk,60,60,4,5,7,3,6,8,9,5,6,5,2,5,8,8,6,1,8,2,1,8,6,1,7,7,65,2,75,5,2,12,1
52003,uk,120,,5,6,4,2,4,7,7,4,2,6,5,5,7,4,5,1,8,4,3,10,6,8,6,1,70,2,,5,1,12,0
52054,uk,0,600,8,8,2,4,2,3,4,1,1,1,3,5,8,4,4,2,8,1,1,5,2,0,7,7,70,1,33,,4,14,1
52067,uk,120,300,3,5,5,2,4,7,5,4,4,2,2,5,8,4,2,2,8,2,3,8,5,5,7,7,60,2,63,,4,11,1
52085,uk,20,240,5,5,7,3,4,7,9,4,4,3,4,5,7,5,6,2,7,3,3,5,4,0,6,7,0,2,28,1,3,14,1
52149,uk,60,120,4,5,4,4,4,8,8,5,4,1,7,,9,5,4,2,8,2,1,9,0,2,7,7,80,2,43,,3,13,1
52171,uk,1320,60,4,5,6,1,9,9,7,8,7,3,8,8,10,8,9,5,9,1,2,10,6,8,5,2,71,1,74,,2,12,0
52221,uk,60,150,5,7,7,2,4,5,8,2,2,2,6,4,9,5,2,2,9,2,1,6,0,1,6,7,60,1,40,,2,16,1
52233,uk,90,,0,10,5,1,4,5,7,5,5,5,8,4,10,6,6,2,8,2,2,8,6,4,6,6,65,2,72,,4,15,0
52238,uk,30,60,2,7,2,4,5,8,8,0,0,0,7,5,9,5,1,2,8,4,4,10,2,5,6,3,70,2,70,,4,12,0
52375,uk,150,60,5,3,5,1,2,5,2,3,4,1,7,7,6,7,3,2,8,1,1,10,5,7,1,1,80,1,82,,5,13,0
52432,uk,120,120,1,5,5,2,6,4,5,4,6,5,6,6,8,5,5,3,8,2,3,9,6,4,7,3,69,1,67,4,3,13,1
52480,uk,120,,10,10,10,2,10,9,10,7,10,1,0,,9,10,9,2,10,2,5,10,4,9,,1,65,1,68,,3,5,0
52515,uk,30,180,8,5,6,2,9,8,7,7,7,8,9,4,9,6,7,2,9,2,1,6,9,9,3,1,80,2,29,,3,17,1
52537,uk,120,120,8,8,9,1,8,9,9,7,5,3,9,6,9,9,7,2,9,1,2,10,6,7,6,6,70,1,87,1,3,11,0
52563,uk,240,480,5,8,6,1,7,8,6,5,5,4,6,4,9,5,3,2,9,1,1,8,4,8,3,1,83,2,62,1,4,22,1
52574,uk,5,540,1,5,2,3,1,1,4,1,1,1,2,5,7,3,2,2,7,2,3,3,2,0,6,7,70,2,30,6,3,14,1
52639,uk,90,,2,3,0,1,0,0,0,0,0,0,2,10,8,5,0,1,8,3,1,10,0,0,7,7,55,1,75,,4,10,0
52646,uk,360,45,4,8,6,4,5,5,8,0,0,0,4,5,10,5,3,1,10,4,2,8,0,0,7,7,75,2,41,6,3,11,0
52670,uk,60,,0,3,1,2,5,7,5,2,2,2,2,5,5,5,2,2,5,4,3,10,9,7,7,2,80,2,87,5,3,10,0
52675,uk,10,210,2,3,1,2,5,6,5,2,4,5,5,5,10,3,3,2,2,2,3,10,1,3,4,1,60,1,41,,1,10,1
52714,uk,30,480,0,3,3,2,1,2,2,1,1,0,0,10,5,6,5,3,5,2,1,7,0,9,6,1,80,2,64,4,3,17,1
52740,uk,60,180,5,6,8,2,7,3,3,3,5,0,7,7,8,7,7,4,8,1,1,8,0,5,4,7,70,1,78,4,3,15,0
52749,uk,0,120,10,7,6,4,2,8,7,2,2,3,5,4,2,1,0,2,3,1,4,4,3,4,7,7,60,1,63,,3,11,0
52756,uk,60,120,7,6,6,2,7,9,10,6,6,7,7,3,8,5,4,1,8,2,2,7,7,9,2,2,70,1,47,,2,16,1
52791,uk,30,,1,2,0,2,1,2,2,0,0,0,,5,4,4,1,3,3,2,3,4,0,0,7,7,70,1,63,4,3,11,0
52806,uk,120,180,8,8,5,1,10,10,0,5,6,10,10,0,0,0,0,1,10,3,1,10,10,10,2,3,75,1,52,,3,16,1
52813,uk,120,120,7,7,5,3,0,7,8,1,1,0,5,5,9,8,3,1,9,2,2,9,5,4,7,6,70,1,72,,4,11,0
52830,uk,0,60,,5,5,4,5,5,7,5,5,5,5,3,8,5,4,8,6,2,2,5,5,0,7,7,60,1,36,,3,17,1
52839,uk,120,,7,4,7,1,7,5,5,8,0,0,5,5,8,0,2,5,10,2,3,10,5,10,4,1,85,2,87,,4,16,0
52843,uk,0,120,5,7,5,4,0,5,5,0,0,5,10,5,9,6,0,3,10,1,3,10,7,0,7,1,75,1,,5,4,11,0
52899,uk,120,,8,10,0,3,2,6,8,0,0,0,0,3,0,0,0,4,0,3,5,10,0,2,7,1,80,1,57,6,1,11,0
52906,uk,0,180,5,5,5,1,0,5,7,2,1,6,6,5,0,8,3,2,5,2,2,5,5,10,3,1,55,1,63,1,3,14,1
